""	"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"1050"	2.00656871628752e-23	1.6638003985885	0.449	0.462	4.01313743257503e-20	"21"	"Tnc"
"1051"	1.26089719692466e-22	1.25340703678592	0.344	0.338	2.52179439384932e-19	"21"	"Sostdc1"
"1052"	3.08607215406291e-21	1.14260641366807	0.46	0.481	6.17214430812582e-18	"21"	"Hbegf"
"1053"	1.1748879349491e-16	1.13412126577809	0.514	0.622	2.3497758698982e-13	"21"	"Plat"
"1054"	9.78831046175745e-15	1.10465960708262	0.354	0.379	1.95766209235149e-11	"21"	"Egfl8"
"1055"	1.22487435579237e-14	1.21103767523648	0.327	0.355	2.44974871158474e-11	"21"	"Gpr37l1"
"1056"	1.53032152602456e-13	1.46618551898457	0.397	0.45	3.06064305204912e-10	"21"	"Rgs16"
"1057"	1.90246406793106e-11	1.46272875800518	0.404	0.469	3.80492813586212e-08	"21"	"Txnip"
"1058"	8.90487680599049e-11	1.25524774199197	0.377	0.447	1.7809753611981e-07	"21"	"Col14a1"
"1059"	1.28540284413637e-08	1.10747159946787	0.267	0.329	2.57080568827275e-05	"21"	"Col12a1"
"1060"	1.6184386638843e-06	1.2047403565856	0.324	0.405	0.0032368773277686	"21"	"Prss23"
"1061"	5.43211350149565e-06	1.10597445390721	0.401	0.524	0.0108642270029913	"21"	"Col5a1"
"1062"	9.36474352190791e-05	1.31775854962188	0.3	0.372	0.187294870438158	"21"	"Gdnf"
"1063"	0.000153155600711873	1.0985964271147	0.261	0.35	0.306311201423747	"21"	"Nr2f1"
"1064"	6.66835837673003e-222	1.14204282535866	0.965	0.893	1.33367167534601e-218	"22"	"H2-K1"
"1065"	8.19269932254089e-206	1.77218104616825	0.767	0.477	1.63853986450818e-202	"22"	"Ifngr1"
"1066"	2.07207413703314e-176	1.93692158786333	0.498	0.173	4.14414827406627e-173	"22"	"Cxcr6"
"1067"	3.5815974514577e-163	1.54950892104264	0.714	0.446	7.16319490291539e-160	"22"	"Ets1"
"1068"	5.12663686394312e-162	1.40673205450108	0.445	0.095	1.02532737278862e-158	"22"	"Gimap3"
"1069"	8.35493573434182e-161	1.86235458475695	0.676	0.409	1.67098714686836e-157	"22"	"Vps37b"
"1070"	4.08691029694241e-154	1.75892929905516	0.541	0.239	8.17382059388482e-151	"22"	"Il2rb"
"1071"	1.53608552486457e-153	1.94169002454325	0.577	0.269	3.07217104972914e-150	"22"	"Ctla2a"
"1072"	9.91265085782816e-152	1.79427688278351	0.472	0.172	1.98253017156563e-148	"22"	"Icos"
"1073"	3.24194686055922e-151	1.87559166261895	0.601	0.317	6.48389372111843e-148	"22"	"Nabp1"
"1074"	1.66345720387187e-149	1.49029622970859	0.478	0.179	3.32691440774374e-146	"22"	"Sh2d2a"
"1075"	1.55041913133528e-148	1.81512180297741	0.712	0.516	3.10083826267055e-145	"22"	"Ptprc"
"1076"	1.74077337899821e-130	1.282046530777	0.421	0.156	3.48154675799642e-127	"22"	"Ikzf3"
"1077"	1.89570511708869e-130	1.59212280074893	0.704	0.534	3.79141023417738e-127	"22"	"H2-Q7"
"1078"	3.95660363684431e-128	1.70474658996492	0.52	0.26	7.91320727368863e-125	"22"	"Ptpn22"
"1079"	2.04562576266266e-116	2.30960170071306	0.627	0.443	4.09125152532531e-113	"22"	"AW112010"
"1080"	6.26287255689202e-107	1.83513388773726	0.502	0.268	1.2525745113784e-103	"22"	"Ms4a4b"
"1081"	1.15450434149754e-98	1.76957768966162	0.601	0.435	2.30900868299508e-95	"22"	"Rgs2"
"1082"	9.57382898648028e-93	1.36167152434697	0.609	0.452	1.91476579729606e-89	"22"	"Tnfaip3"
"1083"	1.87761020128482e-88	1.45521271619708	0.384	0.202	3.75522040256965e-85	"22"	"Ikzf2"
"1084"	1.5919702972823e-85	1.39556138285226	0.658	0.566	3.18394059456461e-82	"22"	"Crem"
"1085"	1.41803643938225e-80	1.31215351722302	0.411	0.215	2.8360728787645e-77	"22"	"Gimap4"
"1086"	1.34348589733474e-77	1.30875198979735	0.362	0.192	2.68697179466948e-74	"22"	"Nkg7"
"1087"	3.18940325578286e-74	1.01620408223989	0.369	0.213	6.37880651156571e-71	"22"	"Itk"
"1088"	4.00420455310267e-73	1.26013632448017	0.548	0.41	8.00840910620535e-70	"22"	"Stk17b"
"1089"	3.91678671637135e-66	0.985242021969469	0.676	0.595	7.8335734327427e-63	"22"	"Laptm5"
"1090"	5.386395376931e-66	1.0215856635254	0.316	0.139	1.0772790753862e-62	"22"	"Pdcd1"
"1091"	9.99395516522378e-62	1.29187174897697	0.541	0.432	1.99879103304476e-58	"22"	"P2ry10"
"1092"	1.17290577452471e-59	1.55976624185639	0.493	0.373	2.34581154904941e-56	"22"	"Ccr2"
"1093"	1.06871662760995e-58	1.24711723958238	0.509	0.4	2.1374332552199e-55	"22"	"Selplg"
"1094"	2.24733019896805e-56	1.69457407913066	0.354	0.205	4.4946603979361e-53	"22"	"Gata3"
"1095"	2.59337933391441e-54	1.34357077870535	0.353	0.218	5.18675866782882e-51	"22"	"Txk"
"1096"	3.86474493655537e-49	1.64750318235004	0.563	0.511	7.72948987311073e-46	"22"	"Rgs1"
"1097"	2.35696182507383e-48	0.987535381251506	0.456	0.356	4.71392365014765e-45	"22"	"Samsn1"
"1098"	4.93231023777205e-47	1.06636525616395	0.463	0.345	9.86462047554409e-44	"22"	"Hmgb2"
"1099"	2.79360268665373e-46	1.30671486233326	0.408	0.287	5.58720537330745e-43	"22"	"Tnfrsf18"
"1100"	4.71381115819675e-45	1.20708133887697	0.399	0.281	9.42762231639349e-42	"22"	"Gimap6"
"1101"	1.38397527640006e-42	1.13744164147218	0.372	0.258	2.76795055280012e-39	"22"	"Gimap1"
"1102"	1.96777084894505e-39	2.39027983663746	0.455	0.387	3.9355416978901e-36	"22"	"Ccl5"
"1103"	1.99390829590231e-33	1.15996157211451	0.441	0.392	3.98781659180461e-30	"22"	"Serpinb9"
"1104"	5.27429716790309e-31	1.1156997820958	0.285	0.144	1.05485943358062e-27	"22"	"Cd28"
"1105"	5.37737258388919e-22	1.02281902170301	0.484	0.493	1.07547451677784e-18	"22"	"H2-Q6"
"1106"	2.99624246763257e-21	1.00696933898941	0.328	0.277	5.99248493526515e-18	"22"	"Klrk1"
"1107"	7.72361454302882e-21	1.02008984440798	0.425	0.402	1.54472290860576e-17	"22"	"Ptpn18"
"1108"	3.09460285258557e-19	1.3899760147584	0.36	0.357	6.18920570517114e-16	"22"	"Plac8"
"1109"	2.38972132081931e-10	1.32381294346045	0.376	0.388	4.77944264163862e-07	"22"	"Ramp3"
"1110"	3.81568160524856e-09	2.06812668322727	0.247	0.255	7.63136321049713e-06	"22"	"Il5"
"1111"	1.16386592176524e-05	1.46720066246018	0.354	0.432	0.0232773184353048	"22"	"Irf8"
"1112"	7.80731063262412e-05	1.53327679391044	0.271	0.291	0.156146212652482	"22"	"Il1rl1"
"1113"	0.000318308593503806	1.17430670310043	0.341	0.367	0.636617187007612	"22"	"Il7r"
"1114"	0	2.33631313303145	0.922	0.342	0	"23"	"Hmgb2"
"1115"	0	1.86848474427697	0.884	0.222	0	"23"	"Top2a"
"1116"	0	1.58276079124102	0.987	0.668	0	"23"	"H2afz"
"1117"	2.06850170355089e-299	1.52601891375288	0.795	0.204	4.13700340710178e-296	"23"	"Mki67"
"1118"	2.69320055603281e-280	1.59097371514642	0.764	0.146	5.38640111206561e-277	"23"	"2810417H13Rik"
"1119"	9.46672085606329e-240	1.1068676934034	0.998	0.916	1.89334417121266e-236	"23"	"Ptma"
"1120"	1.57404404333179e-238	1.19128598963322	0.863	0.287	3.14808808666357e-235	"23"	"Coro1a"
"1121"	1.58558841714215e-232	1.20370861886529	0.666	0.156	3.1711768342843e-229	"23"	"Hist1h1b"
"1122"	6.02597948233581e-231	1.10698631753386	0.704	0.158	1.20519589646716e-227	"23"	"Birc5"
"1123"	8.76137169053375e-214	1.15092784894558	0.74	0.24	1.75227433810675e-210	"23"	"Hmgn2"
"1124"	1.1852830471058e-209	1.07396518758293	0.82	0.399	2.37056609421161e-206	"23"	"Alox5ap"
"1125"	4.82624851969265e-204	1.06417636973756	0.755	0.31	9.65249703938531e-201	"23"	"Cks1b"
"1126"	1.41004757692647e-199	0.963297580693698	0.696	0.197	2.82009515385293e-196	"23"	"Smc2"
"1127"	3.10713110561541e-195	1.12861779639914	0.919	0.587	6.21426221123081e-192	"23"	"Cd52"
"1128"	3.89028900923429e-176	1.04790610070306	0.911	0.64	7.78057801846857e-173	"23"	"Cyba"
"1129"	1.65255667434374e-173	1.03062736633479	0.871	0.512	3.30511334868748e-170	"23"	"Fxyd5"
"1130"	2.04655724206578e-169	0.897380630986407	0.916	0.593	4.09311448413157e-166	"23"	"Laptm5"
"1131"	1.08796947564022e-163	0.889821995710555	0.758	0.4	2.17593895128045e-160	"23"	"AI662270"
"1132"	1.32085628138466e-163	0.959458220129037	0.909	0.609	2.64171256276931e-160	"23"	"Tyrobp"
"1133"	9.96706656671142e-157	0.933406535033813	0.705	0.332	1.99341331334228e-153	"23"	"Cenpa"
"1134"	4.73885179847532e-155	0.844260495946823	0.857	0.54	9.47770359695065e-152	"23"	"Spi1"
"1135"	1.28698649577998e-153	1.04003219664542	0.666	0.231	2.57397299155996e-150	"23"	"Cks2"
"1136"	8.55211551192075e-153	0.827243808528457	0.873	0.55	1.71042310238415e-149	"23"	"Ucp2"
"1137"	6.96975994003459e-147	0.973039018728784	0.717	0.358	1.39395198800692e-143	"23"	"Gmfg"
"1138"	1.63878928585006e-146	0.9554916323061	0.922	0.691	3.27757857170012e-143	"23"	"Ly6e"
"1139"	3.13745314329678e-141	1.2193154361312	0.793	0.494	6.27490628659355e-138	"23"	"Arhgdib"
"1140"	4.45022046248833e-141	1.56238415142776	0.68	0.354	8.90044092497665e-138	"23"	"Plac8"
"1141"	9.16726726644517e-141	1.27324030359859	0.787	0.508	1.83345345328903e-137	"23"	"Cytip"
"1142"	1.29107468996277e-133	1.16437992176763	0.597	0.162	2.58214937992555e-130	"23"	"Hist1h2ap"
"1143"	1.4361398350282e-133	1.41847001106195	0.849	0.574	2.87227967005639e-130	"23"	"Lyz2"
"1144"	5.25605750603567e-131	0.974873551657394	0.777	0.444	1.05121150120713e-127	"23"	"Ifi30"
"1145"	1.25029124939179e-123	0.886523942175486	0.729	0.448	2.50058249878357e-120	"23"	"Lmnb1"
"1146"	1.28937586385465e-122	0.831821630743712	0.834	0.521	2.57875172770929e-119	"23"	"Tspo"
"1147"	5.67752566417756e-122	0.856099819483295	0.852	0.579	1.13550513283551e-118	"23"	"Ctsc"
"1148"	1.16505418694571e-116	0.844025763166798	0.868	0.636	2.33010837389141e-113	"23"	"Fcer1g"
"1149"	5.33012272241665e-115	0.995662941787097	0.554	0.096	1.06602454448333e-111	"23"	"Ube2c"
"1150"	1.85739347183384e-114	1.05846732170344	0.868	0.631	3.71478694366768e-111	"23"	"Lgals3"
"1151"	7.33996715557011e-110	0.827769871273659	0.551	0.165	1.46799343111402e-106	"23"	"Nusap1"
"1152"	7.17761322442587e-106	1.02588669494679	0.752	0.503	1.43552264488517e-102	"23"	"Cybb"
"1153"	1.30902208576125e-83	0.869600625938153	0.513	0.171	2.61804417152249e-80	"23"	"Hist1h2ae"
"1154"	1.87921307932589e-71	0.90912247494554	0.976	0.892	3.75842615865177e-68	"23"	"Cst3"
"1155"	6.77389558056465e-69	0.995585041359233	0.916	0.733	1.35477911611293e-65	"23"	"Crip1"
"1156"	4.27532121900942e-47	1.18788026866097	0.411	0.169	8.55064243801885e-44	"23"	"Ly6c2"
"1157"	1.13756208240259e-30	3.23426012267974	0.325	0.134	2.27512416480518e-27	"23"	"Camp"
"1158"	4.28303878990489e-20	1.75123858690783	0.303	0.135	8.56607757980978e-17	"23"	"Ltf"
"1159"	2.59589555426563e-15	0.823198527128908	0.338	0.193	5.19179110853127e-12	"23"	"Slpi"
"1160"	5.84137395765086e-08	3.03728253729118	0.282	0.151	0.000116827479153017	"23"	"S100a9"
"1161"	6.2729123902212e-07	0.936243527384808	0.315	0.189	0.00125458247804424	"23"	"Hp"
"1162"	5.47324288605907e-06	1.10445536836993	0.333	0.212	0.0109464857721181	"23"	"F630028O10Rik"
"1163"	1.40906304271818e-05	2.36218015058479	0.272	0.131	0.0281812608543635	"23"	"Chil3"
"1164"	3.11728506178354e-90	1.29667033561057	0.886	0.81	6.23457012356707e-87	"24"	"Neat1"
"1165"	1.21148125555162e-66	0.965102098066335	0.836	0.776	2.42296251110324e-63	"24"	"Fn1"
"1166"	2.99154617660796e-48	0.820061399106458	0.827	0.783	5.98309235321592e-45	"24"	"Zbtb20"
"1167"	1.31978132002622e-46	0.480480903495974	0.909	0.891	2.63956264005243e-43	"24"	"Gsn"
"1168"	2.77494725179727e-44	1.29677185583557	0.66	0.585	5.54989450359454e-41	"24"	"Kcnq1ot1"
"1169"	4.99371225898551e-36	0.747968811820751	0.759	0.752	9.98742451797102e-33	"24"	"Tgfbi"
"1170"	1.88286033463129e-35	0.390295913969632	0.925	0.98	3.76572066926257e-32	"24"	"mt-Nd1"
"1171"	2.50025127100004e-29	0.472622857626551	0.784	0.772	5.00050254200007e-26	"24"	"mt-Nd4l"
"1172"	2.61469566128375e-24	0.933904794376917	0.597	0.593	5.2293913225675e-21	"24"	"Lrp1"
"1173"	4.02415663617156e-24	1.14375209415687	0.656	0.653	8.04831327234312e-21	"24"	"Ugdh"
"1174"	6.20775170774332e-24	0.703979068908488	0.212	0.476	1.24155034154866e-20	"24"	"Flnc"
"1175"	6.67297673816727e-19	0.957636791990214	0.579	0.581	1.33459534763345e-15	"24"	"Vcan"
"1176"	2.70297806866937e-17	0.693670988656133	0.688	0.734	5.40595613733873e-14	"24"	"Col3a1"
"1177"	4.56987950648585e-15	0.451635402461698	0.706	0.735	9.13975901297171e-12	"24"	"mt-Nd5"
"1178"	1.00420327010532e-13	0.452377377935736	0.768	0.803	2.00840654021063e-10	"24"	"Col1a2"
"1179"	1.0539338806046e-13	0.984009784217052	0.481	0.479	2.1078677612092e-10	"24"	"Mast4"
"1180"	6.77027337823315e-12	1.05933151386121	0.533	0.563	1.35405467564663e-08	"24"	"Osmr"
"1181"	2.5405204077473e-11	0.766806172637948	0.622	0.693	5.08104081549461e-08	"24"	"Cp"
"1182"	4.77106451711412e-11	0.714671972562602	0.683	0.733	9.54212903422824e-08	"24"	"Col1a1"
"1183"	3.57052255096505e-09	0.339821888475365	0.075	0.256	7.14104510193011e-06	"24"	"B830012L14Rik"
"1184"	3.78824527202725e-09	0.961230883009272	0.462	0.515	7.5764905440545e-06	"24"	"Ddr2"
"1185"	5.36659575699987e-09	0.406569481506229	0.291	0.517	1.07331915139997e-05	"24"	"Itga5"
"1186"	7.651446581968e-09	0.394843878043038	0.433	0.429	1.5302893163936e-05	"24"	"Ank2"
"1187"	1.07518545043238e-08	0.366356645500618	0.278	0.493	2.15037090086476e-05	"24"	"Mmp19"
"1188"	1.95729356573387e-08	0.431097312773844	0.563	0.615	3.91458713146775e-05	"24"	"Inhba"
"1189"	3.3750094512253e-08	0.83345702762403	0.606	0.707	6.7500189024506e-05	"24"	"Akap13"
"1190"	3.54051885440303e-08	0.388518964071801	0.364	0.589	7.08103770880605e-05	"24"	"Tgif1"
"1191"	1.36342625789997e-07	0.660083009419933	0.278	0.298	0.000272685251579993	"24"	"Enah"
"1192"	1.93482065220139e-07	0.582137671021511	0.59	0.669	0.000386964130440277	"24"	"Il33"
"1193"	2.54520352442018e-07	0.33896550305855	0.244	0.44	0.000509040704884036	"24"	"Cdk6"
"1194"	6.38659161687862e-07	1.35493504772428	0.476	0.524	0.00127731832337572	"24"	"Ifi203"
"1195"	1.01761273208715e-06	0.420547617934575	0.273	0.463	0.0020352254641743	"24"	"Tnc"
"1196"	6.26770559523175e-06	0.365098247215019	0.121	0.299	0.0125354111904635	"24"	"Cyp26b1"
"1197"	8.78529842473069e-05	0.939011532458833	0.253	0.283	0.175705968494614	"24"	"Dnm3os"
"1198"	0.000113649068309552	0.660412087911111	0.535	0.63	0.227298136619105	"24"	"Gfpt2"
"1199"	0.00011409395071519	0.826876278262775	0.396	0.459	0.22818790143038	"24"	"Clcn5"
"1200"	0.000123889882914631	0.421075090815946	0.316	0.503	0.247779765829262	"24"	"Ifi204"
"1201"	0.00013540529147863	0.364073481486817	0.572	0.667	0.270810582957259	"24"	"Col15a1"
"1202"	0.000218058394291477	0.403018327688819	0.316	0.515	0.436116788582954	"24"	"Col11a1"
"1203"	0.000285856842513195	0.602465548565406	0.285	0.449	0.57171368502639	"24"	"Phxr4"
"1204"	0.000639191515591442	0.531506311992915	0.316	0.478	1	"24"	"Mndal"
"1205"	0.000877634824790659	0.593812670555777	0.291	0.338	1	"24"	"mt-Nd6"
"1206"	0.000993984544820952	0.380297997814405	0.324	0.515	1	"24"	"Lamb2"
"1207"	0.00236657664598963	0.37799581720743	0.357	0.552	1	"24"	"Pdpn"
"1208"	0.00398186838348999	0.396514153290196	0.194	0.355	1	"24"	"Tnxb"
"1209"	0.00411307179560465	0.39907608658096	0.278	0.454	1	"24"	"Fam46a"
"1210"	0.00448874531563671	0.41714847142936	0.353	0.544	1	"24"	"Eps8"
"1211"	0.0063885644408204	0.408602499181459	0.273	0.447	1	"24"	"Abi3bp"
"1212"	0.00703879387729722	0.684468340138787	0.594	0.738	1	"24"	"Iqgap1"
"1213"	0.00707851019470016	0.423860765730089	0.285	0.464	1	"24"	"Pdgfra"
"1214"	2.44213920340878e-168	1.31279539610255	0.933	0.576	4.88427840681756e-165	"25"	"C1qb"
"1215"	2.97657825679072e-160	1.21661759499817	0.933	0.589	5.95315651358143e-157	"25"	"C1qa"
"1216"	4.49608242336375e-148	1.04816518471143	0.96	0.636	8.99216484672749e-145	"25"	"Fcer1g"
"1217"	3.1052676183489e-140	1.12280882740807	0.911	0.574	6.21053523669781e-137	"25"	"Lyz2"
"1218"	9.32629324351863e-138	1.03168511276789	0.926	0.615	1.86525864870373e-134	"25"	"Cd14"
"1219"	1.48030862853584e-135	1.04612717399983	0.996	0.891	2.96061725707167e-132	"25"	"Apoe"
"1220"	9.79940294618982e-134	0.893580154307755	0.953	0.643	1.95988058923796e-130	"25"	"Ctss"
"1221"	1.01628446149253e-128	1.04161997471816	0.875	0.565	2.03256892298505e-125	"25"	"C1qc"
"1222"	3.65371942988347e-116	0.813023789493152	0.917	0.61	7.30743885976694e-113	"25"	"Tyrobp"
"1223"	2.97459014127969e-111	0.815098642836213	0.944	0.729	5.94918028255938e-108	"25"	"Zeb2"
"1224"	1.52966106193299e-107	0.992127243789416	0.888	0.632	3.05932212386598e-104	"25"	"Lgals3"
"1225"	1.22376145591374e-103	0.766774721128072	0.978	0.824	2.44752291182747e-100	"25"	"Cd74"
"1226"	3.11241985352226e-103	1.14640005705353	0.783	0.523	6.22483970704452e-100	"25"	"Ms4a7"
"1227"	7.82173690888112e-97	0.790012344213816	0.857	0.594	1.56434738177622e-93	"25"	"Laptm5"
"1228"	3.61975540801366e-84	0.624754166580602	0.946	0.777	7.23951081602731e-81	"25"	"H2-Aa"
"1229"	2.00792149270461e-83	0.664181724774985	0.964	0.721	4.01584298540922e-80	"25"	"Pmp22"
"1230"	2.86504438685784e-83	0.681838795633674	0.924	0.756	5.73008877371568e-80	"25"	"H2-Eb1"
"1231"	1.18670386199995e-82	0.717625619282686	0.92	0.753	2.37340772399991e-79	"25"	"Sdc4"
"1232"	5.43086116268521e-80	0.797563267852029	0.81	0.591	1.08617223253704e-76	"25"	"Plek"
"1233"	1.38103991611734e-79	0.758449786888312	0.808	0.584	2.76207983223467e-76	"25"	"Cxcl16"
"1234"	1.91861189999922e-79	0.712835620459462	0.975	0.837	3.83722379999844e-76	"25"	"Prdx1"
"1235"	4.45698193399979e-74	0.976232147259357	0.714	0.505	8.91396386799959e-71	"25"	"C3ar1"
"1236"	1.07332066505152e-69	0.823356722006691	0.714	0.511	2.14664133010304e-66	"25"	"Csf1r"
"1237"	2.09884123032058e-66	0.76002055452929	0.71	0.487	4.19768246064117e-63	"25"	"Ninj1"
"1238"	2.63299655934232e-66	0.726320972638796	0.868	0.569	5.26599311868465e-63	"25"	"Mpz"
"1239"	1.17666039108692e-59	0.626380382924644	0.833	0.622	2.35332078217384e-56	"25"	"Sepp1"
"1240"	4.24810893454305e-59	0.868012981232113	0.647	0.459	8.49621786908611e-56	"25"	"Cd68"
"1241"	2.85473281003329e-57	0.784370153585528	0.712	0.542	5.70946562006658e-54	"25"	"Spi1"
"1242"	5.82927297215115e-56	0.886097728410114	0.652	0.487	1.16585459443023e-52	"25"	"Slamf7"
"1243"	6.86010700983314e-54	0.692659538743045	0.672	0.42	1.37202140196663e-50	"25"	"Atf3"
"1244"	1.00969431924556e-50	0.745136434519613	0.696	0.554	2.01938863849111e-47	"25"	"Slc15a3"
"1245"	4.92533810017738e-48	0.693905354526468	0.683	0.546	9.85067620035475e-45	"25"	"Mpeg1"
"1246"	2.58145634639732e-47	0.659790725668284	0.757	0.637	5.16291269279464e-44	"25"	"Ifi27l2a"
"1247"	2.8192175516075e-42	0.744976907957421	0.632	0.47	5.63843510321501e-39	"25"	"Itih5"
"1248"	2.21315266073127e-40	0.9439326406164	0.594	0.476	4.42630532146253e-37	"25"	"Mafb"
"1249"	2.57005752612979e-40	0.674616527432147	0.647	0.527	5.14011505225958e-37	"25"	"Bcl2a1b"
"1250"	4.94649461078517e-38	0.79727943977708	0.614	0.48	9.89298922157034e-35	"25"	"Hbegf"
"1251"	9.86669588982231e-37	0.802254563195717	0.594	0.483	1.97333917796446e-33	"25"	"C5ar1"
"1252"	2.90038210770668e-35	0.694476505919533	0.585	0.462	5.80076421541335e-32	"25"	"Plin2"
"1253"	4.4212857074789e-35	0.656071530434243	0.638	0.532	8.84257141495781e-32	"25"	"Kitl"
"1254"	3.94932682749302e-33	0.70251418585847	0.578	0.477	7.89865365498605e-30	"25"	"Adgre1"
"1255"	1.61814360888903e-32	0.712426471903257	0.578	0.476	3.23628721777807e-29	"25"	"Slfn2"
"1256"	1.2454617448233e-27	0.664392420774011	0.525	0.439	2.49092348964661e-24	"25"	"Fyb"
"1257"	6.92619806597845e-24	0.703768811313226	0.513	0.438	1.38523961319569e-20	"25"	"AF251705"
"1258"	4.84275460203376e-23	0.631351622342563	0.56	0.501	9.68550920406752e-20	"25"	"Stap1"
"1259"	2.77102504663161e-22	0.678299434610959	0.509	0.454	5.54205009326321e-19	"25"	"AI607873"
"1260"	2.44923485847088e-15	0.687937777207299	0.444	0.418	4.89846971694175e-12	"25"	"Trem2"
"1261"	6.19317458157289e-15	1.05539812428611	0.596	0.635	1.23863491631458e-11	"25"	"Cxcl2"
"1262"	9.21317901516498e-11	0.79992528348912	0.438	0.446	1.842635803033e-07	"25"	"Pf4"
"1263"	1.7202020382268e-08	0.763280965204982	0.031	0.295	3.4404040764536e-05	"25"	"Retnla"
"1264"	0	5.26826245282833	1	0.147	0	"26"	"S100a9"
"1265"	0	5.19690329883974	0.986	0.123	0	"26"	"Retnlg"
"1266"	0	4.92610686271619	0.993	0.138	0	"26"	"S100a8"
"1267"	0	3.5907367056275	0.966	0.156	0	"26"	"Lcn2"
"1268"	0	1.52773983925289	0.811	0.064	0	"26"	"Hcar2"
"1269"	8.73555992603075e-305	2.2691036554775	0.989	0.219	1.74711198520615e-301	"26"	"Msrb1"
"1270"	7.99707713745786e-288	2.10378825286541	0.954	0.3	1.59941542749157e-284	"26"	"Mxd1"
"1271"	1.7775384955446e-277	2.37899263825659	0.925	0.108	3.55507699108921e-274	"26"	"Wfdc21"
"1272"	5.45519233267511e-277	2.31545234922812	0.916	0.19	1.09103846653502e-273	"26"	"Slpi"
"1273"	1.16712247192486e-269	2.06040444871595	0.923	0.241	2.33424494384973e-266	"26"	"Hdc"
"1274"	3.73981645103904e-264	2.37681869882318	0.927	0.348	7.47963290207808e-261	"26"	"Clec4d"
"1275"	9.13410249526678e-257	1.96538753725704	0.87	0.294	1.82682049905336e-253	"26"	"Ccl6"
"1276"	2.3344720299295e-254	2.1519951445936	1	0.61	4.66894405985899e-251	"26"	"Tyrobp"
"1277"	4.08266017532704e-243	1.97168369968356	0.893	0.186	8.16532035065408e-240	"26"	"Hp"
"1278"	2.77464994048417e-241	2.26136972838408	0.936	0.399	5.54929988096834e-238	"26"	"Slc7a11"
"1279"	1.95885750544655e-240	1.95521337184096	0.904	0.305	3.9177150108931e-237	"26"	"Clec4e"
"1280"	8.72688487651317e-226	1.92361394054006	0.891	0.207	1.74537697530263e-222	"26"	"Pglyrp1"
"1281"	7.50498986134797e-222	1.77603325490896	0.929	0.4	1.50099797226959e-218	"26"	"Alox5ap"
"1282"	1.94187711055839e-219	1.62331426675298	0.936	0.448	3.88375422111677e-216	"26"	"Lmnb1"
"1283"	6.62899759228349e-215	1.46491275492615	0.841	0.148	1.3257995184567e-211	"26"	"Csf3r"
"1284"	4.93685465576145e-212	1.91613861595851	0.964	0.512	9.8737093115229e-209	"26"	"Fxyd5"
"1285"	2.18293256532093e-210	1.48837076154923	0.923	0.409	4.36586513064186e-207	"26"	"Stk17b"
"1286"	7.79608416057232e-208	2.0098745128483	0.872	0.207	1.55921683211446e-204	"26"	"G0s2"
"1287"	1.52843100305711e-207	1.55922113362647	0.989	0.521	3.05686200611423e-204	"26"	"Lcp1"
"1288"	6.77027061330679e-207	1.45913514626426	0.927	0.388	1.35405412266136e-203	"26"	"Ncf2"
"1289"	2.53037633620103e-205	1.65755829017684	0.982	0.587	5.06075267240205e-202	"26"	"Cd52"
"1290"	1.58746619793928e-204	2.25066906718689	0.85	0.154	3.17493239587856e-201	"26"	"Mmp8"
"1291"	8.99234947299969e-203	1.68212809399287	0.82	0.136	1.79846989459994e-199	"26"	"Cxcr2"
"1292"	1.07655080379802e-202	2.33228790223443	0.984	0.664	2.15310160759603e-199	"26"	"Srgn"
"1293"	6.16340294030694e-202	1.88208027625734	0.973	0.574	1.23268058806139e-198	"26"	"Lyz2"
"1294"	7.49722298944855e-201	1.44555347936668	0.918	0.439	1.49944459788971e-197	"26"	"Rac2"
"1295"	3.97424512969398e-200	1.53317079792649	0.897	0.37	7.94849025938796e-197	"26"	"Mcemp1"
"1296"	2.0076793097935e-195	1.3903569815194	0.895	0.42	4.01535861958699e-192	"26"	"Ccr1"
"1297"	9.49921439787219e-195	1.47844356451083	0.993	0.636	1.89984287957444e-191	"26"	"Fcer1g"
"1298"	2.89463848202897e-191	1.44762178383154	0.936	0.288	5.78927696405794e-188	"26"	"Coro1a"
"1299"	1.59925406034085e-188	1.92228185562235	0.825	0.097	3.19850812068169e-185	"26"	"Mmp9"
"1300"	6.6900885916783e-182	1.80383281786543	0.966	0.491	1.33801771833566e-178	"26"	"S100a11"
"1301"	1.03963914814817e-175	1.41086047047977	0.756	0.106	2.07927829629635e-172	"26"	"Asprv1"
"1302"	7.61086757823613e-168	1.8035708206916	0.827	0.209	1.52217351564723e-164	"26"	"F630028O10Rik"
"1303"	8.01719763699906e-168	1.52626816007038	0.909	0.383	1.60343952739981e-164	"26"	"2810474O19Rik"
"1304"	6.91236464137644e-161	1.6209316869295	0.884	0.472	1.38247292827529e-157	"26"	"Ptafr"
"1305"	3.65490909451276e-157	1.4188930623577	0.866	0.354	7.30981818902552e-154	"26"	"Samsn1"
"1306"	4.70412640255164e-110	2.14527193179272	0.904	0.639	9.40825280510327e-107	"26"	"Il1b"
"1307"	6.40398391421741e-109	1.43959107023424	0.836	0.495	1.28079678284348e-105	"26"	"Arhgdib"
"1308"	1.27144399157735e-104	1.40689754043849	0.97	0.815	2.5428879831547e-101	"26"	"Cebpb"
