""	"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"753"	1.47027495806022e-297	0.959565862909838	0.794	0.321	2.94054991612045e-294	"15"	"Atp2b4"
"754"	1.4747360407947e-286	1.09372091492579	0.787	0.288	2.9494720815894e-283	"15"	"Enah"
"755"	7.79618599150051e-265	0.902615730253247	0.738	0.225	1.5592371983001e-261	"15"	"Ntrk3"
"756"	7.9876597465427e-262	0.960325315023037	0.735	0.198	1.59753194930854e-258	"15"	"Celf4"
"757"	2.93934950234697e-245	0.92219048276487	0.842	0.399	5.87869900469393e-242	"15"	"Rtn1"
"758"	6.18351492333155e-222	1.02214502765717	0.688	0.234	1.23670298466631e-218	"15"	"Gria2"
"759"	6.69799185650252e-214	0.916565244037765	0.974	0.768	1.3395983713005e-210	"15"	"mt-Nd4l"
"760"	2.10836706551468e-203	1.54462300062105	0.797	0.45	4.21673413102936e-200	"15"	"Tac1"
"761"	2.13833368571392e-169	1.15535881297705	0.709	0.275	4.27666737142784e-166	"15"	"Scg2"
"762"	1.07012736109411e-166	1.45201440424422	0.997	0.979	2.14025472218823e-163	"15"	"mt-Nd1"
"763"	2.46424707359985e-101	1.20836542496573	0.842	0.642	4.92849414719969e-98	"15"	"Calca"
"764"	0	0.894902163324011	0.885	0.625	0	"16"	"Gfpt2"
"765"	0	0.884889684880882	1	0.893	0	"16"	"Dcn"
"766"	0	0.828246083462607	1	0.983	0	"16"	"Apod"
"767"	2.09311639348301e-293	0.536052413071679	0.932	0.633	4.18623278696602e-290	"16"	"Fcer1g"
"768"	1.43648857014645e-290	0.719172419963055	0.968	0.773	2.8729771402929e-287	"16"	"Fn1"
"769"	4.03810647643676e-282	0.69771505711049	0.968	0.802	8.07621295287352e-279	"16"	"Lum"
"770"	2.68541467176104e-272	0.602841158024921	0.937	0.665	5.37082934352209e-269	"16"	"Gpc3"
"771"	1.19208188417481e-265	0.56152609634129	0.995	0.89	2.38416376834962e-262	"16"	"Gsn"
"772"	1.11432575947317e-257	0.588655263099885	0.956	0.749	2.22865151894635e-254	"16"	"Tgfbi"
"773"	1.64416154617856e-256	0.634758442929731	0.973	0.761	3.28832309235712e-253	"16"	"Ifitm2"
"774"	3.64363748153073e-252	0.606043814743232	0.928	0.688	7.28727496306147e-249	"16"	"Cp"
"775"	5.5343255447663e-234	0.70938909020126	0.881	0.665	1.10686510895326e-230	"16"	"Aebp1"
"776"	1.19354555656234e-226	0.675517159578503	0.884	0.69	2.38709111312467e-223	"16"	"Ccl11"
"777"	4.45721263071026e-224	0.560794903761626	0.949	0.77	8.91442526142052e-221	"16"	"Mgp"
"778"	6.23936566450443e-220	0.625765122257172	0.866	0.656	1.24787313290089e-216	"16"	"Mmp2"
"779"	2.93208012980764e-219	0.548089280380545	0.922	0.701	5.86416025961528e-216	"16"	"Bgn"
"780"	1.10983786245451e-218	0.54884532541096	0.868	0.588	2.21967572490902e-215	"16"	"Lrp1"
"781"	1.27032532794392e-215	0.671814189717783	0.938	0.654	2.54065065588785e-212	"16"	"Cstb"
"782"	3.08745520965554e-215	1.05871552256601	0.786	0.612	6.17491041931108e-212	"16"	"Inhba"
"783"	8.93130275653145e-215	0.635305169592011	0.798	0.49	1.78626055130629e-211	"16"	"Serpinf1"
"784"	1.18892083743447e-213	0.68707555533716	0.971	0.808	2.37784167486894e-210	"16"	"Neat1"
"785"	6.26425641445417e-210	0.544198960428049	0.878	0.649	1.25285128289083e-206	"16"	"Ugdh"
"786"	4.3011165862156e-207	0.561099389245394	0.806	0.547	8.6022331724312e-204	"16"	"Igfbp6"
"787"	2.89085167975198e-205	0.609818488341713	0.8	0.572	5.78170335950396e-202	"16"	"Lyz2"
"788"	5.68211548203156e-201	0.64653397584179	0.896	0.73	1.13642309640631e-197	"16"	"Col3a1"
"789"	2.31526166193653e-199	0.767681355167275	0.828	0.666	4.63052332387305e-196	"16"	"Il33"
"790"	6.24816893757993e-183	0.615910724149018	0.782	0.578	1.24963378751599e-179	"16"	"Vcan"
"791"	3.11541396402928e-178	0.609607090149214	0.77	0.56	6.23082792805856e-175	"16"	"Cd34"
"792"	1.17024962557701e-177	0.591378506573755	0.767	0.554	2.34049925115403e-174	"16"	"Hk2"
"793"	1.258399905047e-172	0.622759830626633	0.75	0.575	2.51679981009401e-169	"16"	"C1qb"
"794"	2.73568495197145e-168	0.616528729037797	0.779	0.586	5.4713699039429e-165	"16"	"Rhoj"
"795"	1.70698668380729e-167	0.757374920914966	0.61	0.358	3.41397336761457e-164	"16"	"Cst6"
"796"	2.02678455765611e-166	0.572824408245094	0.774	0.584	4.05356911531222e-163	"16"	"Pcolce"
"797"	1.12308154297684e-165	0.613722446749674	0.777	0.599	2.24616308595368e-162	"16"	"Gem"
"798"	3.65534960026701e-165	0.546952523234086	0.872	0.73	7.31069920053402e-162	"16"	"Col1a1"
"799"	7.23837448763273e-161	0.573882653462749	0.707	0.473	1.44767489752655e-157	"16"	"Nupr1"
"800"	3.77873603650561e-159	0.537368613401853	0.8	0.637	7.55747207301121e-156	"16"	"Col8a1"
"801"	4.28628414161947e-156	0.562834162156737	0.746	0.589	8.57256828323894e-153	"16"	"C1qa"
"802"	1.49505497974339e-131	0.561134283053041	0.69	0.528	2.99010995948678e-128	"16"	"Fbn1"
"803"	6.25942169340693e-128	0.570617297641498	0.704	0.556	1.25188433868139e-124	"16"	"Rdh10"
"804"	3.38062502037898e-116	0.780689644181233	0.77	0.644	6.76125004075797e-113	"16"	"Ccl2"
"805"	3.53998892258121e-102	0.579853348499937	0.743	0.609	7.07997784516242e-99	"16"	"Odc1"
"806"	2.0625577322013e-98	0.56902139779153	0.716	0.633	4.1251154644026e-95	"16"	"Ccl7"
"807"	1.34501153837648e-95	0.603830127367435	0.657	0.536	2.69002307675297e-92	"16"	"Gng11"
"808"	1.0344370487612e-92	0.757719828104826	0.696	0.633	2.0688740975224e-89	"16"	"Cxcl2"
"809"	2.92617517477194e-92	0.545323512779545	0.618	0.523	5.85235034954388e-89	"16"	"Ms4a7"
"810"	2.87829493907654e-69	0.602604252192613	0.484	0.396	5.75658987815308e-66	"16"	"Plagl1"
"811"	2.92313610133127e-54	0.704371055823656	0.563	0.537	5.84627220266254e-51	"16"	"Myoc"
"812"	1.38464014062573e-53	0.608046370688287	0.563	0.523	2.76928028125146e-50	"16"	"Ifi203"
"813"	3.05119614276301e-50	0.668616140477556	0.542	0.514	6.10239228552603e-47	"16"	"Tfpi2"
"814"	0	3.2160781120816	0.782	0.228	0	"17"	"Acta2"
"815"	0	2.99523490859802	0.75	0.234	0	"17"	"Tagln"
"816"	0	2.56533932139502	0.804	0.289	0	"17"	"Gm13889"
"817"	0	2.50514429740367	0.812	0.248	0	"17"	"Myh11"
"818"	0	2.4396467534896	0.729	0.251	0	"17"	"Tpm2"
"819"	0	2.22453843677234	0.752	0.186	0	"17"	"Myl9"
"820"	0	1.92989864167048	0.812	0.397	0	"17"	"Mylk"
"821"	0	1.8030528565381	0.864	0.604	0	"17"	"Adamts1"
"822"	0	1.71960715816839	0.836	0.485	0	"17"	"Flna"
"823"	0	1.6410739281504	0.913	0.603	0	"17"	"Cald1"
"824"	0	1.5465031964504	0.868	0.529	0	"17"	"Gadd45b"
"825"	0	1.51209800793114	0.83	0.443	0	"17"	"Mfge8"
"826"	0	1.36933510096363	0.621	0.21	0	"17"	"Gja4"
"827"	0	1.36666888898939	0.762	0.249	0	"17"	"Actn1"
"828"	0	1.34587186223172	0.678	0.154	0	"17"	"Pde3a"
"829"	0	1.32982783777774	0.806	0.488	0	"17"	"Lpp"
"830"	0	1.27182203447437	0.773	0.307	0	"17"	"Epas1"
"831"	0	1.19634441361666	0.599	0.113	0	"17"	"Pi15"
"832"	0	1.15917349831941	0.918	0.703	0	"17"	"Igfbp7"
"833"	8.34504716673903e-288	1.37689383246103	0.621	0.189	1.66900943334781e-284	"17"	"Itga8"
"834"	5.11358228573187e-285	1.43567645603265	0.723	0.408	1.02271645714637e-281	"17"	"Lrrc32"
"835"	1.78387676569607e-282	1.81050700288916	0.938	0.771	3.56775353139214e-279	"17"	"Mgp"
"836"	1.20121081856285e-281	1.448882150066	0.768	0.378	2.40242163712569e-278	"17"	"Id3"
"837"	2.08288378662839e-266	2.04165952104495	0.67	0.33	4.16576757325679e-263	"17"	"Ctgf"
"838"	1.64536036152181e-260	1.33254169224903	0.606	0.21	3.29072072304363e-257	"17"	"Rasd1"
"839"	8.87776058356774e-259	1.14237428615186	0.774	0.363	1.77555211671355e-255	"17"	"Gadd45g"
"840"	6.34856431267819e-256	3.04578044046336	0.658	0.236	1.26971286253564e-252	"17"	"Rgs5"
"841"	3.52716030677898e-244	1.64529882751403	0.727	0.413	7.05432061355797e-241	"17"	"Adamts9"
"842"	1.17412961423715e-224	1.21664611053887	0.603	0.292	2.3482592284743e-221	"17"	"Vtn"
"843"	4.99626883872995e-216	1.24643767678414	0.877	0.702	9.99253767745991e-213	"17"	"Bgn"
"844"	5.67187682770654e-214	1.11981526219622	0.932	0.814	1.13437536554131e-210	"17"	"Cebpb"
"845"	4.27347320095516e-204	1.39580221826859	0.57	0.211	8.54694640191031e-201	"17"	"Npnt"
"846"	3.35264260595566e-186	1.4736242379918	0.551	0.149	6.70528521191133e-183	"17"	"Notch3"
"847"	1.96694756355041e-164	1.21074127640889	0.622	0.346	3.93389512710082e-161	"17"	"Filip1l"
"848"	3.7504679116714e-155	1.2620053442011	0.755	0.479	7.50093582334281e-152	"17"	"Egr1"
"849"	2.88033061790698e-148	2.05194768923023	0.715	0.495	5.76066123581397e-145	"17"	"Procr"
"850"	8.55927245655312e-147	1.61719176777159	0.599	0.283	1.71185449131062e-143	"17"	"Csrp2"
"851"	1.3003307512825e-140	1.05705955083255	0.718	0.535	2.60066150256499e-137	"17"	"Cfh"
"852"	1.93331930471132e-140	1.53532981595624	0.576	0.266	3.86663860942265e-137	"17"	"Mustn1"
"853"	2.23520056076582e-137	1.32810969403342	0.597	0.338	4.47040112153165e-134	"17"	"Fblim1"
"854"	8.07461195093763e-136	1.40006455228161	0.527	0.228	1.61492239018753e-132	"17"	"Apold1"
"855"	3.96721719765516e-134	1.10932170064236	0.586	0.32	7.93443439531033e-131	"17"	"Ifitm1"
"856"	1.20342937080345e-128	1.30112114794578	0.556	0.31	2.4068587416069e-125	"17"	"Kcne4"
"857"	6.65342055902264e-127	1.13316656085369	0.47	0.132	1.33068411180453e-123	"17"	"Ptgis"
"858"	9.54351628004475e-118	1.0880592528446	0.513	0.205	1.90870325600895e-114	"17"	"Gucy1a3"
"859"	2.37765790200889e-116	1.43337833038814	0.719	0.542	4.75531580401778e-113	"17"	"Adamts4"
"860"	5.55571933544248e-103	1.15066796312407	0.574	0.367	1.1111438670885e-99	"17"	"Rrad"
"861"	7.9725147557108e-98	1.7236705394903	0.516	0.233	1.59450295114216e-94	"17"	"Eln"
"862"	1.23684753465315e-94	1.61552747582133	0.611	0.449	2.4736950693063e-91	"17"	"Crispld2"
"863"	8.16042620663524e-66	1.15250908541772	0.507	0.307	1.63208524132705e-62	"17"	"Iigp1"
"864"	0	2.43917780462704	0.849	0.5	0	"18"	"Igfbp5"
"865"	0	1.84153227198529	0.895	0.546	0	"18"	"Igfbp6"
"866"	0	1.67352134909555	0.827	0.534	0	"18"	"Cfh"
"867"	0	1.66911430958354	0.951	0.467	0	"18"	"Serping1"
"868"	0	1.48348764220719	0.9	0.488	0	"18"	"Serpinf1"
"869"	0	1.48216149104133	0.766	0.26	0	"18"	"Mfap5"
"870"	0	1.36915353200078	0.94	0.701	0	"18"	"Bgn"
"871"	0	1.16096364660807	0.998	0.89	0	"18"	"Gsn"
"872"	2.08013683164076e-307	1.79559983461176	0.707	0.332	4.16027366328152e-304	"18"	"C3"
"873"	2.16408481036178e-297	1.92469634499918	0.642	0.29	4.32816962072355e-294	"18"	"Prg4"
"874"	3.10422356150974e-297	1.5860186641432	0.917	0.771	6.20844712301947e-294	"18"	"Mgp"
"875"	2.49995025547527e-291	1.06297053332062	0.708	0.352	4.99990051095053e-288	"18"	"Gm12840"
"876"	6.15852232897884e-289	1.07317476135417	0.748	0.298	1.23170446579577e-285	"18"	"Nbl1"
"877"	1.75047462695984e-288	1.78239000384143	0.707	0.315	3.50094925391968e-285	"18"	"Has1"
"878"	2.83774506981347e-279	1.14245663022552	0.812	0.542	5.67549013962694e-276	"18"	"Ltbp4"
"879"	1.23299086287523e-276	1.21293108423488	0.702	0.348	2.46598172575047e-273	"18"	"Tnxb"
"880"	8.5478143309955e-275	1.05604096595617	0.924	0.703	1.7095628661991e-271	"18"	"Igfbp7"
"881"	2.7094483732368e-257	0.993079853382187	0.873	0.625	5.4188967464736e-254	"18"	"Gfpt2"
"882"	6.0976284623742e-247	1.16538230721246	0.723	0.419	1.21952569247484e-243	"18"	"Rbp1"
"883"	2.58243096595677e-226	1.47432283632625	0.701	0.435	5.16486193191354e-223	"18"	"Ptgs2"
"884"	5.64276872869975e-226	1.18838129721887	0.713	0.407	1.12855374573995e-222	"18"	"Ly6a"
"885"	3.8852266349886e-223	0.960092616128794	0.591	0.237	7.7704532699772e-220	"18"	"Prrx1"
"886"	1.17671668682147e-219	1.17825749276748	0.746	0.467	2.35343337364294e-216	"18"	"Klf4"
"887"	4.14364279958934e-214	1.25633050016364	0.745	0.473	8.28728559917867e-211	"18"	"Nupr1"
"888"	8.9291069013663e-211	0.943232331685765	0.851	0.605	1.78582138027326e-207	"18"	"Adamts1"
"889"	3.01269866104093e-204	1.71674689189029	0.553	0.214	6.02539732208187e-201	"18"	"Sfrp4"
"890"	1.62772638715937e-192	1.02867728645599	0.741	0.542	3.25545277431875e-189	"18"	"Col6a2"
"891"	4.49134004523322e-192	0.990194296219409	0.76	0.566	8.98268009046645e-189	"18"	"Col6a1"
"892"	8.77228379620425e-182	1.41289849628641	0.554	0.216	1.75445675924085e-178	"18"	"Dpt"
"893"	2.29344596856909e-172	1.03460358579299	0.724	0.513	4.58689193713819e-169	"18"	"Smoc2"
"894"	1.75562127158583e-167	1.27866917755294	0.58	0.275	3.51124254317167e-164	"18"	"Fbln1"
"895"	4.882822633474e-166	0.953880261888663	0.975	0.838	9.76564526694799e-163	"18"	"Mt1"
"896"	2.94998977645953e-155	1.54515772678896	0.555	0.177	5.89997955291906e-152	"18"	"Clec3b"
"897"	3.46843043362847e-147	0.993264834565597	0.873	0.687	6.93686086725693e-144	"18"	"Mt2"
"898"	8.53076539157594e-142	0.938737998250522	0.733	0.52	1.70615307831519e-138	"18"	"Ifi203"
"899"	2.48532303171566e-135	1.02741282383114	0.843	0.732	4.97064606343133e-132	"18"	"Col3a1"
"900"	1.92515811588934e-132	1.23083823271292	0.638	0.381	3.85031623177868e-129	"18"	"Errfi1"
"901"	1.52346420280248e-130	1.03163409695563	0.457	0.221	3.04692840560497e-127	"18"	"Cilp"
"902"	1.47914385428534e-128	0.937003281987888	0.716	0.53	2.95828770857069e-125	"18"	"Fosb"
"903"	2.39809232134527e-128	1.42155465281334	0.512	0.242	4.79618464269053e-125	"18"	"Aspn"
"904"	3.68140613927239e-123	1.23950232530272	0.774	0.599	7.36281227854479e-120	"18"	"Cxcl1"
"905"	1.71372527273383e-115	1.0061036519605	0.758	0.6	3.42745054546767e-112	"18"	"Tnfaip6"
"906"	2.60287645879762e-95	0.912200037741298	0.533	0.307	5.20575291759524e-92	"18"	"Iigp1"
"907"	6.9227741126472e-92	1.07759476477138	0.422	0.16	1.38455482252944e-88	"18"	"Pi16"
"908"	3.4875643377042e-79	1.03083129579739	0.34	0.057	6.97512867540841e-76	"18"	"Mmp3"
"909"	7.24724723585055e-65	0.935107403415115	0.588	0.445	1.44944944717011e-61	"18"	"Col14a1"
"910"	4.70308482000237e-61	1.2678921193145	0.472	0.25	9.40616964000473e-58	"18"	"Gpx3"
"911"	9.26430456454744e-50	0.93462567414421	0.392	0.249	1.85286091290949e-46	"18"	"Crabp2"
"912"	2.34871406255582e-20	1.03522976102923	0.318	0.214	4.69742812511164e-17	"18"	"1500015O10Rik"
"913"	1.48066806728043e-06	0.90454109773237	0.399	0.331	0.00296133613456086	"18"	"Ifi205"
"914"	0	2.396713811447	0.964	0.641	0	"19"	"Calca"
"915"	0	2.33625450114338	0.902	0.45	0	"19"	"Tac1"
"916"	0	1.85521744654508	0.971	0.454	0	"19"	"Pcsk1n"
"917"	0	1.85427173886884	0.966	0.273	0	"19"	"Scg2"
"918"	0	1.66725310750931	0.975	0.399	0	"19"	"Rtn1"
"919"	0	1.59655513621125	0.982	0.197	0	"19"	"Celf4"
"920"	0	1.54802878887549	0.87	0.244	0	"19"	"Gap43"
"921"	0	1.53402729522952	0.88	0.205	0	"19"	"Adcyap1"
"922"	0	1.49937265366228	0.958	0.428	0	"19"	"Syt4"
"923"	0	1.45086716243292	0.993	0.623	0	"19"	"Sncg"
"924"	0	1.40217421108217	0.825	0.16	0	"19"	"Ntrk1"
"925"	0	1.39893077455213	0.937	0.4	0	"19"	"Fgf13"
"926"	0	1.37950430989793	0.989	0.422	0	"19"	"Prune2"
"927"	0	1.36541073350487	0.98	0.363	0	"19"	"Spock2"
"928"	0	1.34909442835393	0.969	0.314	0	"19"	"Cyfip2"
"929"	0	1.34411872638154	0.993	0.681	0	"19"	"Atp1a1"
"930"	0	1.27703882074558	0.925	0.244	0	"19"	"Nrxn1"
"931"	0	1.2694228037511	0.982	0.653	0	"19"	"Fstl1"
"932"	0	1.22711500586905	0.98	0.38	0	"19"	"Kif1a"
"933"	0	1.22685506073267	0.987	0.497	0	"19"	"Kif1b"
"934"	0	1.20273280957913	0.877	0.196	0	"19"	"Ptprn"
"935"	0	1.18442181990623	0.939	0.309	0	"19"	"Elavl4"
"936"	0	1.16810064951232	0.89	0.243	0	"19"	"Peg3"
"937"	0	1.15725775051698	0.938	0.331	0	"19"	"Cacna2d1"
"938"	0	1.13783560127436	0.83	0.259	0	"19"	"Trpv1"
"939"	0	1.12072251268833	0.966	0.409	0	"19"	"Gcnt2"
"940"	0	1.11993359769017	0.913	0.242	0	"19"	"Vgf"
"941"	0	1.11099474085145	0.84	0.187	0	"19"	"Aplp1"
"942"	0	1.10482090124562	0.893	0.206	0	"19"	"Slc17a6"
"943"	0	1.08952430225782	0.934	0.244	0	"19"	"Kif5c"
"944"	0	1.08033274198247	0.824	0.195	0	"19"	"Bdnf"
"945"	0	1.07389233661239	0.953	0.528	0	"19"	"Meg3"
"946"	0	1.06932985842207	0.854	0.272	0	"19"	"Snrpn"
"947"	0	1.03989390576305	0.849	0.245	0	"19"	"Gpx3"
"948"	0	1.03393522268059	0.933	0.317	0	"19"	"Chd3"
"949"	0	1.0036198567761	0.934	0.232	0	"19"	"Rims3"
"950"	4.07920187615762e-306	1.18437287153697	0.772	0.157	8.15840375231524e-303	"19"	"Nrsn1"
"951"	1.37632530477353e-304	1.42354992855377	0.816	0.234	2.75265060954706e-301	"19"	"Ngfr"
"952"	6.83772755781188e-294	1.0346445841023	0.797	0.165	1.36754551156238e-290	"19"	"Arhgdig"
"953"	4.11480316855056e-276	1.05075289499068	0.913	0.425	8.22960633710112e-273	"19"	"Tshz2"
"954"	1.58149545486862e-262	1.12077026176537	0.793	0.218	3.16299090973724e-259	"19"	"Fkbp1b"
"955"	7.86818520223883e-252	1.07336829286594	0.823	0.292	1.57363704044777e-248	"19"	"Snhg11"
"956"	6.79495284495539e-248	1.10355957405245	0.808	0.312	1.35899056899108e-244	"19"	"Gng3"
"957"	1.9256253513878e-231	1.0838154464416	0.776	0.202	3.8512507027756e-228	"19"	"Nap1l5"
"958"	8.41790199488605e-190	1.39542896141362	0.682	0.138	1.68358039897721e-186	"19"	"Gal"
"959"	9.87971834886116e-180	1.0738225326428	0.695	0.11	1.97594366977223e-176	"19"	"6330403K07Rik"
"960"	6.46313127668468e-175	1.02433848686552	0.793	0.351	1.29262625533694e-171	"19"	"Atp1b1"
"961"	7.9580258999312e-159	1.10754840869388	0.906	0.656	1.59160517998624e-155	"19"	"Sepw1"
"962"	1.85056839324279e-135	1.06467018948603	0.7	0.197	3.70113678648557e-132	"19"	"Fxyd7"
"963"	2.37590966022654e-76	1.40714297528483	0.624	0.239	4.75181932045308e-73	"19"	"Pcp4"
"964"	0	2.72110562935401	0.999	0.29	0	"20"	"Snhg11"
"965"	0	2.45391903435344	0.974	0.528	0	"20"	"Meg3"
"966"	0	2.44809646525359	0.992	0.204	0	"20"	"9530059O14Rik"
"967"	0	1.94632212832712	0.999	0.422	0	"20"	"Ank2"
"968"	0	1.68977609816486	0.991	0.222	0	"20"	"C2cd5"
"969"	0	1.67565240984647	0.984	0.207	0	"20"	"Miat"
"970"	0	1.6648676722143	0.991	0.257	0	"20"	"Scn10a"
"971"	0	1.63495539746861	0.979	0.236	0	"20"	"Syt7"
"972"	0	1.61288072016435	0.992	0.234	0	"20"	"Camk2a"
"973"	0	1.56482562294731	1	0.632	0	"20"	"Dst"
"974"	0	1.5613604409154	0.981	0.173	0	"20"	"Kcnt1"
"975"	0	1.53375564221438	0.997	0.607	0	"20"	"Camk2d"
"976"	0	1.49596179148617	0.977	0.299	0	"20"	"Dgkz"
"977"	0	1.45799426049584	0.99	0.38	0	"20"	"Kif1a"
"978"	0	1.43032294263691	0.994	0.581	0	"20"	"Kcnq1ot1"
"979"	0	1.40573078373727	0.989	0.378	0	"20"	"Ebf1"
"980"	0	1.36838297793067	0.949	0.249	0	"20"	"Scn11a"
"981"	0	1.34670673551616	0.948	0.393	0	"20"	"PISD"
"982"	0	1.33447280939014	0.967	0.259	0	"20"	"Plxnc1"
"983"	0	1.33359822065676	0.983	0.271	0	"20"	"Osbpl3"
"984"	0	1.31530572950918	0.995	0.497	0	"20"	"Kif1b"
"985"	0	1.29901784381305	0.984	0.348	0	"20"	"Chka"
"986"	0	1.29260920323632	0.982	0.233	0	"20"	"Myt1l"
"987"	0	1.28706665944683	0.974	0.209	0	"20"	"Nup93"
"988"	0	1.21074511189898	0.991	0.367	0	"20"	"Ank3"
"989"	0	1.18838422856384	0.973	0.267	0	"20"	"Ret"
"990"	0	1.18797664089681	0.972	0.253	0	"20"	"Sox11"
"991"	0	1.18096490474746	0.944	0.341	0	"20"	"Phf24"
"992"	0	1.17719530396994	0.925	0.166	0	"20"	"Trpc3"
"993"	0	1.16555802225028	0.958	0.221	0	"20"	"Trim36"
"994"	0	1.14195869101253	0.948	0.37	0	"20"	"Cds2"
"995"	0	1.1259845130355	0.988	0.426	0	"20"	"Nav1"
"996"	0	1.11842872166001	0.966	0.423	0	"20"	"Prune2"
"997"	0	1.11379590999358	0.956	0.265	0	"20"	"Scn9a"
"998"	0	1.1038241940051	0.944	0.262	0	"20"	"Magi1"
"999"	0	1.08917231948878	0.997	0.507	0	"20"	"Zfhx3"
"1000"	0	1.06515107515957	0.967	0.405	0	"20"	"Lifr"
"1001"	0	1.06201397521152	0.907	0.224	0	"20"	"5330434G04Rik"
"1002"	0	1.06113825889718	0.961	0.229	0	"20"	"Cacna1b"
"1003"	0	1.05819531727173	0.856	0.135	0	"20"	"Grik1"
"1004"	0	1.04917403775766	0.905	0.256	0	"20"	"Piezo2"
"1005"	0	1.04901060214977	0.964	0.269	0	"20"	"Cacna1a"
"1006"	0	1.03658513097988	0.991	0.331	0	"20"	"Cacna2d1"
"1007"	0	1.02973882122779	0.902	0.216	0	"20"	"Ptprt"
"1008"	0	1.02461183199743	0.952	0.321	0	"20"	"Plekha5"
"1009"	0	1.02051282202001	0.943	0.272	0	"20"	"Vezt"
"1010"	0	1.01980254691915	0.82	0.15	0	"20"	"Ppm1j"
"1011"	0	1.00488556566019	0.976	0.257	0	"20"	"Plekha6"
"1012"	5.21058490263265e-246	1.11410523769521	0.998	0.769	1.04211698052653e-242	"20"	"mt-Nd4l"
"1013"	1.265534139444e-242	1.07513616299051	0.995	0.98	2.531068278888e-239	"20"	"mt-Nd1"
"1014"	0	2.26794949126894	0.891	0.545	0	"21"	"Postn"
"1015"	0	1.65708410829664	0.931	0.541	0	"21"	"Plp1"
"1016"	0	1.63057581934707	0.996	0.842	0	"21"	"Sparc"
"1017"	5.15759299388946e-307	1.38176777907699	0.971	0.935	1.03151859877789e-303	"21"	"B2m"
"1018"	3.43990976078416e-277	1.41789962729912	0.955	0.801	6.87981952156831e-274	"21"	"Col1a2"
"1019"	2.16129189686304e-247	1.85977955660096	0.831	0.551	4.32258379372609e-244	"21"	"Itgb8"
"1020"	2.57386891335824e-237	1.53618933118242	0.888	0.718	5.14773782671648e-234	"21"	"Serpine2"
"1021"	1.85147205762695e-234	1.22225667092645	0.922	0.708	3.7029441152539e-231	"21"	"Dbi"
"1022"	1.26585660789816e-208	1.84393654188486	0.804	0.643	2.53171321579631e-205	"21"	"Col5a2"
"1023"	6.81456702373398e-201	1.44823116919544	0.85	0.721	1.3629134047468e-197	"21"	"Serpinh1"
"1024"	8.55141919629188e-195	1.81955530676273	0.738	0.466	1.71028383925838e-191	"21"	"S100a4"
"1025"	6.15036330659915e-173	1.51628624972585	0.74	0.481	1.23007266131983e-169	"21"	"Gatm"
"1026"	1.19553823770711e-169	1.2579989105685	0.773	0.487	2.39107647541422e-166	"21"	"Gpm6b"
"1027"	3.85793999465314e-169	1.61859256024232	0.752	0.548	7.71587998930627e-166	"21"	"Scn7a"
"1028"	4.72367623049533e-164	1.31016558367648	0.829	0.753	9.44735246099067e-161	"21"	"Sdc4"
"1029"	7.08082088205187e-118	1.31213629458307	0.708	0.594	1.41616417641037e-114	"21"	"Fxyd1"
"1030"	1.95356761432408e-117	1.58136380965687	0.651	0.492	3.90713522864816e-114	"21"	"Chl1"
"1031"	3.2998617486414e-105	1.45153353328127	0.638	0.44	6.5997234972828e-102	"21"	"Hbb-bs"
"1032"	2.06668766751232e-101	1.65464922599753	0.615	0.469	4.13337533502464e-98	"21"	"Itih5"
"1033"	3.4280467002653e-98	1.68021252985578	0.686	0.638	6.85609340053061e-95	"21"	"Ifi27l2a"
"1034"	3.68236274049567e-94	1.22588987311746	0.734	0.706	7.36472548099135e-91	"21"	"Igfbp7"
"1035"	3.04038584490413e-80	1.57839035251475	0.498	0.323	6.08077168980826e-77	"21"	"Hba-a1"
"1036"	2.19836626434624e-71	1.36790775872955	0.596	0.528	4.39673252869248e-68	"21"	"Sox4"
"1037"	1.6109716002198e-67	1.77093132416399	0.524	0.417	3.22194320043959e-64	"21"	"Btc"
"1038"	5.7165727771691e-67	1.36052611971876	0.588	0.502	1.14331455543382e-63	"21"	"Hspa1a"
"1039"	1.96354798740759e-54	1.57094877760246	0.539	0.502	3.92709597481517e-51	"21"	"Fbln2"
"1040"	2.80359373855589e-52	1.23264659751606	0.606	0.634	5.60718747711178e-49	"21"	"Ptrf"
"1041"	1.8099331573334e-50	1.32878169006833	0.611	0.648	3.61986631466681e-47	"21"	"C4b"
"1042"	9.01916958564922e-50	1.14884571626025	0.437	0.365	1.80383391712984e-46	"21"	"L1cam"
"1043"	7.50195711802704e-47	1.78739344937092	0.522	0.484	1.50039142360541e-43	"21"	"Thbs2"
"1044"	1.62301532126973e-32	1.21895483635025	0.462	0.465	3.24603064253947e-29	"21"	"Gadd45a"
"1045"	3.70253243695709e-31	1.22320370487323	0.44	0.438	7.40506487391418e-28	"21"	"Vwa1"
"1046"	5.962375950756e-26	1.08102885828927	0.497	0.551	1.1924751901512e-22	"21"	"Col4a1"
"1047"	8.8526085943416e-26	1.41389332920189	0.312	0.297	1.77052171886832e-22	"21"	"Hba-a2"
"1048"	2.41341286540806e-25	1.31547943228941	0.487	0.537	4.82682573081612e-22	"21"	"Ccnd1"
"1049"	5.82106382562591e-24	1.4691517904139	0.48	0.501	1.16421276512518e-20	"21"	"Hspa1b"
